,序号,旅行社中文名称,地址,许可证编号,固定电话,传真号码,邮政编码,经度,纬度
917,918,四川世纪海外国际旅行社有限公司,成都市金牛区一环路西三段1号1栋1单元3层319号,L-SC-A00423,028-87713976,86753111,610000,30.671832,103.967954
918,919,四川润邦国际旅行社有限公司,成都市青羊区顺城大街274号,L-SC-A00249,028-86613111,86765922,610000,30.643911,104.082109
919,920,四川省西部之旅国际旅行社有限公司,成都市青羊区十二桥路2号纺织院一楼,L-SC-A00274,028-87751455,87656055,610000,30.668451,104.035151
920,921,四川腾邦航空旅游有限公司,成都市青羊区商业街71号5层A号,L-SC-A00373,028-68586858,68586858,610000,30.666151,104.039810
921,922,四川忆程旅行社有限公司,成都市青羊区清江东路1号32层2号,L-SC-A00056,028-86129111,86441566,610000,30.666052,104.059505
922,923,成都鲜探国际旅行社有限公司,成都市青羊区清江东路1号16楼1号,L-SC-A00468,85292706,85292706,610000,30.673004,104.068463
923,924,成都情缘旅行社有限公司,成都市青羊区人民中路三段2号6层,L-SC-A00272,13982104544,85568100,610000,30.666655,104.039701
924,925,成都海岸旅行社有限公司,成都市青羊区清江东路1号12楼4号,L-SC-A00271,86781408,86781792,610000,30.670927,104.064238
925,926,四川省锦途国际旅行社有限公司,成都市青羊区清江东路134号10楼13、15号,L-SC-A00372,028-87786013,87786013,610000,30.670150,104.064448
926,927,四川锦汉国际旅行社有限公司,成都市青羊区青龙街27号铂金时代商务大厦,L-SC-A00085,028-61290682,028-86251882,610000,30.668832,104.032674
927,928,四川西蜀旅行社有限责任公司,成都市青羊区青龙街27号铂金时代广场3号楼5楼103,L-SC-A00109,2886283605,028-86262478,610000,30.671018,104.064539
928,929,成都鼎文金旅国际旅行社有限公司,成都市青羊区青龙街27号铂金时代1-2-1311号,L-SC-A00240,028-81924909,86282828,610000,30.668183,103.963647
929,930,成都纵冠线国际旅行社有限责任公司,成都市青羊区光华南三路88号1栋12层1204号,L-SC-A00294,028-87345711,87426711,610000,30.669042,104.085912
930,931,成都分享旅行社有限公司,成都市青羊区马镇街12号附4号3栋1楼,L-SC-A00266,13730603490,86923692,610000,30.681479,104.006427
931,932,四川省优品国际旅行社有限公司,成都市青羊区锦里西路107号南楼4层6号,L-SC-A00286,86150816,61505026,610000,30.648823,104.059497
932,933,四川锋行国际旅行社有限公司,成都市青羊区金沙遗址路7号,L-SC-A00022,028-86133444,028-86137444,610000,30.696520,104.104463
933,934,成都金沙旅行社有限责任公司,成都市青羊区金沙客运站综合大楼108号,L-SC-A00142,61869081,66409701,610000,30.664491,104.036791
934,935,四川省优游国际旅行社有限公司,成都市青羊区金鹏街352号附2楼201号,L-SC-A00426,87397199,86645001,610000,30.679650,103.996205
935,936,四川天成假期国际旅行社有限公司,成都市青羊区金河路59号1幢1单元12楼16-17号,L-SC-A00381,81464527,81464526,610000,30.660121,104.053174
936,937,四川智选巴士旅游服务有限公司,成都市青羊区浣花北路12号,L-SC-A00215,028-66018877,87015769,610000,30.669846,104.059940
937,938,四川闲步旅行社有限公司,成都市青羊区过街楼街17号1栋3单元32层3215号,L-SC-A00454,028-68388356,87678436,610000,30.670096,104.059864
938,939,四川千寻国际旅行社有限公司,成都市青羊区过街楼街17号1栋3单元18层1801号、1802号,L-SC-A00479,61358896,61358836,610000,30.672197,103.963296
939,940,成都佳诺旅行社有限公司,成都市青羊区光华东三路486号5栋17层1709号,L-SC-A00449,028-81728968,86145080,610000,30.670004,104.060107
940,941,四川旅王国际旅行社有限公司,成都市青羊区过街楼街17号1栋3单元7层708号,L-SC-A00489,18908017443,,610000,30.672460,104.077123
941,942,四川潇潇假期国际旅行社有限公司,成都市青羊区日月大道一段1501号3栋13层1311号,L-SC-A00351,028-87774578,6906099,610000,30.664377,104.071966
942,943,四川人和旅行社有限责任公司,成都市青羊区鼓楼南街117号B（栋） 24层D号,L-SC-A00068,87700077,028-87700099,610000,30.662010,104.072661
943,944,四川省亚东假日国际旅行社有限责任公司,成都市青羊区鼓楼南街117号A栋8楼6号,L-SC-A00480,87617717,86947688,610000,30.663398,104.071277
944,945,成都春天旅行社有限公司,成都市青羊区古中寺街18号,L-SC-A00090,86620851,028-68552930,610000,30.662006,104.020888
945,946,四川雁南飞旅行社有限公司,成都市青羊区二环路西一段155号4栋12层1202号,L-SC-A00125,17748776376,87346900,610000,30.662568,104.044282
946,947,四川铁青国际旅行社有限公司,成都市青羊区十二桥路2号,L-SC-A00206,028-87745551,87791113,610000,30.408370,103.813396
947,948,四川万达国际旅行社有限公司,成都市青羊区二环路西二段88号9幢3楼301号,L-SC-A00360,028-81709357,87785077,610000,30.678835,104.027483
948,949,四川永安旅行社有限公司,四川省成都市青羊区二环路西二段７５号,L-SC-A00075,13699441719,028-87310777,610000,30.668854,104.031936
949,950,四川天府行国际旅行社有限公司,成都市青羊区广富路239号29栋2楼,L-SC-A00008,028-64776799,86926088,610000,30.682030,103.955246
950,951,四川蜀美旅行社,成都市大庆路1号广旺大厦314号,L-SC-A00158,7328797,028-87313495,610000,30.671723,104.076009
951,952,成都顺邦国际旅行社有限公司,成都市青羊区草市街123号1栋8楼5号,L-SC-A00107,028-85510892,85579251,610000,30.666292,104.072277
952,953,成都天下游旅游有限公司,成都市青羊区北大街19号正成财富领地商务楼3栋1205号,L-SC-A00250,83377290,83377380,610000,30.672497,104.077152
953,954,成都途邦国际旅行社有限责任公司,成都市青羊区白丝街57号7-3,L-SC-A00369,0,86532989,610000,30.666292,104.072277
954,955,四川省游通天下国际旅行社有限公司,成都市青羊区白丝街57-59号1幢3楼301,L-SC-A00461,028-69931331,86245118,610000,30.809376,103.874221
955,956,成都蜀源旅游有限公司,成都市郫都区郫筒街道望丛中路3-5号,L-SC-A00261,87956801,87930332,610000,30.666381,104.048090
956,957,四川万豪国际旅行社有限公司,成都市金牛区西安中路8-40号豪瑞新界B幢13-2号,L-SC-A00071,028-87742211,028-87749955,610000,30.649584,104.059861
957,958,成都乐我探险国际旅行社有限公司,成都市青羊区上池正街28号，釜山国际大厦1-1-503室,L-SC-A00176,028-86112277,028-86119977,610000,30.652302,104.069789
958,959,成都全球行国际旅行社有限公司,锦江区大业路6号上普国际C座1706,L-SC-A00418,028-86669220,86662242,610000,30.392846,104.550732
959,960,资阳平安金桥旅行社,简阳市简城五友大道南段49号,L-SC-M00005,7385530,0832-7231668,610000,30.652697,104.074972
960,961,四川红珠假期旅行社有限责任公司,成都市锦江区走马街47号花园宾馆6楼,L-SC-A00208,2887322628,68851137,610000,30.658909,104.079924
961,962,四川假日旅行社有限责任公司,成都市锦江区总府路15号华兴楼C座7楼B2号,L-SC-A00164,86788799,86748619,610000,30.649068,104.067364
962,963,成都东行旅行社有限公司,成都市锦江区指挥街美华商务楼5楼1号,L-SC-A00153,2886650699,028-86677738,610000,30.644271,104.092018
963,964,四川逐野国际旅行社有限公司,成都市锦江区一环路东五段87号2栋40层4014号,L-SC-A00464,2885214086,86510121,610000,30.644271,104.092018
964,965,成都嘉驰国际旅行社有限公司,成都市锦江区一环路东五段46号天紫界商务楼1栋1822号,L-SC-A00338,028-87055858,87013777,610000,30.654225,104.069924
965,966,成都丽途国际旅行社有限公司,成都市锦江区一环路东五段108号1栋1单元21层2108号,L-SC-A00507,028-66501697,66501697,610000,30.649255,104.067224
966,967,成都玉泉旅行社,成都市锦江区盐市口梨花街1-3号,L-SC-A00123,028-86652710,028-86679573,610000,30.643053,104.092679
967,968,四川省依然旅行社有限责任公司,成都市锦江区盐道街6号美华大厦6楼2号,L-SC-A00193,028-87761182,028-66815644,610000,30.647915,104.095298
968,969,四川凤呈凰旅行社有限公司,成都市锦江区一环路东五段108号1栋1单元12层1202号,L-SC-A00323,86722992,86722991,610000,30.666220,104.089209
969,970,四川省乐逸旅行社有限公司,成都市锦江区下莲池街40号都市公寓6楼8、9、10、11号,L-SC-A00319,87680344,87682344,610000,30.647967,104.079400
970,971,成都海悦国际旅行社有限责任公司,成都市锦江区下东大街18-32号1幢3层301号,L-SC-A00066,13982147788,68096838,610000,30.650466,104.081357
971,972,四川喜悦旅行社有限责任公司,成都市锦江区昭忠祠街88号1幢2-401号（自编号）,L-SC-A00236,028-82003737,86532126,610000,30.622020,104.037338
972,973,四川翔和国际旅行社有限公司,成都市高新区九兴大道9号2栋1单元1201号,L-SC-A00177,028-82339121,86677344,610000,30.655918,104.079823
973,974,四川省龙之旅旅游有限公司,成都市锦江区天仙桥北路10号1-2幢2层3号,L-SC-A00083,82775979,66102511,610000,30.659486,104.070471
974,975,成都爱飞国际旅行社有限公司,成都市锦江区顺城大街27号1栋1单元12层1207号,L-SC-A00269,023-67877130,86667202,610000,30.659486,104.070471
975,976,成都快乐假期旅行社有限公司,成都市锦江区顺城大街27号1栋1单元11楼1113号,L-SC-A00243,18980833981,86784472,610000,30.651553,104.063973
976,977,四川寰宇天涯国际旅行社有限公司,成都市锦江区上南大街49号吉祥大厦1305号,L-SC-A00104,86117777,028-86117666,610000,30.651553,104.063973
977,978,四川蜀秀假期国际旅行社有限公司,成都市锦江区上南大街47号吉祥大厦1504号,L-SC-A00192,028-86921998,86920908,610000,30.643580,104.090070
978,979,成都艾鑫国际旅游服务有限公司,成都市锦江区庆云南街69号红星国际2栋7层715号,L-SC-A00447,13882113577,69895584,610000,30.661258,104.085656
979,980,成都壹佳壹国际旅行社有限责任公司,成都市锦江区庆云南街69号3幢2层203、205、213号,L-SC-A00502,2862102900,62102900,610000,30.661432,104.086015
980,981,成都杰生国际旅行社有限公司,成都市锦江区青和里南段55号1幢35层3516号,L-SC-A00422,028-86270775,028-86270779,610000,30.660151,104.080826
981,982,成都市添翼国际旅行社有限公司,成都市锦江区梓潼桥西街2号1栋2单元1219号,L-SC-A00400,028-86666106,86734329,610000,30.649426,104.076557
982,983,四川省金冠国际旅行社有限公司,成都市锦江区龙王庙正街116号星城银座1栋1110号,L-SC-A00241,0,87780364,610000,30.611479,104.094164
983,984,成都市怡景旅行社有限公司,成都市锦江区琉璃路718号18栋1单元26层2605号,L-SC-A00081,028-83714696,83708375,610000,30.644271,104.092018
984,985,成都蜀佳旅行社有限公司,成都市锦江区锦华路一段8号万达广场11单元B座28楼44号,L-SC-A00169,2866617691,028-66617689,610000,30.622098,104.096834
985,986,成都蓝湖国际旅行社有限公司,成都市锦江区一环路东五段108号1栋2单元5层501号,L-SC-A00200,86741113,86530418,610000,30.592927,104.093224
986,987,成都来趣旅行社有限公司,四川省成都市锦江区工业园区锦华路三段88号汇融国际广场1号楼B座8层82205,L-SC-A00462,18010588866,028-86736226,610000,30.628236,104.100131
987,988,四川穿山甲旅游有限公司,成都市锦江区红星路二段70号4-4及4-5室,L-SC-A00227,028-81712499,81712498,610000,30.650862,104.077861
988,989,成都易宏国际旅行社有限公司,成都市锦江区二环路东四段412号永荣大厦三楼306号,L-SC-A00405,028-84541114,64441119,610000,30.408370,103.813396
989,990,成都泰达旅行社有限公司,成都市锦江区二环路东四段166号,L-SC-A00430,028-81453921,81453295,610000,30.649540,104.083280
990,991,平步国际旅游有限公司,成都市锦江区东华正街42号21层,L-SC-A00427,028-65885888,65885888,610000,30.649916,104.082540
991,992,四川省中商外务国际旅行社有限公司,成都市锦江区东大街紫东楼段49号东方广场812室,L-SC-A00025,028-84420088,028-84444279,610000,30.646147,104.089662
992,993,成都雅客行国际旅行社有限公司,成都市锦江区东大街下东大街段216号花样年·喜年广场1栋39层5号3905室,L-SC-A00283,028-66008787,86667761,610000,30.649540,104.083280
993,994,成都中亚国际旅行社有限公司,成都市锦江区东大街下东大街段216号1栋27层7号,L-SC-A00392,028-68338661,86657665,610000,30.652701,104.079583
994,995,四川沣联国际旅行社有限公司,成都市锦江区东大街下东大街段216号1栋13层7号,L-SC-A00503,86658720,86517967,610000,30.659804,104.069919
995,996,成都市海天旅行社有限责任公司,成都市锦江区东大街97号2单元11楼22号,L-SC-A00248,2886246338,86246338,610000,30.661188,104.079877
996,997,成都快乐游国际旅行社有限责任公司,成都市锦江区大慈寺路17号商会大厦425室,L-SC-A00268,028-86714757,86661048,610000,30.645612,104.092286
997,998,成都汇川旅行社有限公司,成都市锦江区纯阳观街1-41号509房,L-SC-A00203,13881920450,86762109,610000,30.653602,104.075967
998,999,四川汇展旅业有限公司,成都市锦江区城守东大街2号,L-SC-A00202,13908000594,86660708,610000,30.643479,104.082695
999,1000,四川君逸国际旅行社有限公司,成都市锦江区滨江东路158号1栋3单元12层1202号,L-SC-A00433,81712181,85581433,610000,30.660668,104.132018
1000,1001,四川东腾国际旅行社有限公司,四川省成都市锦江区一环路东五段87号2幢41楼4103号,L-SC-A00235,18981842523,84444517,610000,30.411034,103.814445
1001,1002,四川逸之翔旅游有限公司,成都市青羊区浣花南路134号草堂变电站二楼,L-SC-A00054,87731381,028-86675017,610000,30.715126,103.990731
1002,1003,四川梦在云端旅行社有限公司,成都金牛高新技术产业园区蜀西路46号盛大国际6栋803室,L-SC-A00478,028-61961326,62562826,610000,30.673223,104.044399
1003,1004,四川巴适旅行社有限公司,成都市锦江区人民南路二段65号,L-SC-A00106,0,85570369,610000,30.650177,104.066040
1004,1005,成都巅行国际旅行社有限公司,成都市武侯区鹭岛路36号4栋1单元7层707号,L-SC-A00497,028-66000676,85000314-808/802,610000,30.645465,104.013214
1005,1006,成都奥飞旅行社有限责任公司,成都市金牛区永陵路17号附1号城西故事10楼C座,L-SC-A00063,87787711,028-87748877,610000,30.682084,104.043956
1006,1007,成都欧亚旅行社有限公司,成都市金牛区营门口路48号1栋三单元16楼1601、1603、1604室,L-SC-A00289,028-89991890,87746021,610000,30.668358,104.040279
